train_sub,test_sub,same_sub,SS_tpv,SS_rpv,diff_sub,OS_tpv,OS_rpv
MSC01,MSC02,1.0,1.0,1.0,0.525,0.5136996740188815,
MSC01,MSC03,1.0,1.0,1.0,0.5038461538461538,0.49569510675083434,0.73
MSC01,MSC04,1.0,1.0,1.0,0.61875,0.5685984004384731,1.0
MSC01,MSC05,1.0,1.0,1.0,0.5775,0.5466104239427959,1.0
MSC01,MSC06,1.0,1.0,1.0,0.7551282051282051,0.6741196433677997,0.9972972972972973
MSC01,MSC07,1.0,1.0,1.0,0.49746835443037973,0.49561958694203867,
MSC01,MSC10,1.0,1.0,1.0,0.5137499999999999,0.5070795196364817,
MSC02,MSC01,0.9875,0.98,1.0,0.92625,0.9323486786018755,0.9269254658385093
MSC02,MSC03,0.9875,0.98,1.0,0.7615384615384615,0.6760741505153437,0.992551724137931
MSC02,MSC04,0.9875,0.98,1.0,0.915,0.8612829559272406,0.9915079365079364
MSC02,MSC05,0.9875,0.98,1.0,0.93875,0.9047786349796626,0.9840411927254032
MSC02,MSC06,0.9875,0.98,1.0,0.8794871794871795,0.833697731273189,0.9528398034757085
MSC02,MSC07,0.9875,0.98,1.0,0.7417721518987341,0.6636025417447027,0.9961538461538462
MSC02,MSC10,0.9875,0.98,1.0,0.7975,0.7953882230199542,0.8234004135250939
MSC03,MSC01,0.96875,0.9583333333333334,1.0,0.8609375,0.9321123396123396,0.8230964512738034
MSC03,MSC02,0.96875,0.9583333333333334,1.0,0.7109375,0.6497085217753377,0.9926470588235294
MSC03,MSC04,0.96875,0.9583333333333334,1.0,0.8265625,0.8014587990063649,0.8666094431535608
MSC03,MSC05,0.96875,0.9583333333333334,1.0,0.8359375,0.7594777260221379,1.0
MSC03,MSC06,0.96875,0.9583333333333334,1.0,0.8221153846153846,0.8543531066151051,0.8110399703630762
MSC03,MSC07,0.96875,0.9583333333333334,1.0,0.7927215189873418,0.8352398667740817,0.7893235387800606
MSC03,MSC10,0.96875,0.9583333333333334,1.0,0.846875,0.875897972738998,0.8366687048535761
MSC04,MSC01,0.9875,0.98,1.0,0.605,0.5602520425372461,1.0
MSC04,MSC02,0.9875,0.98,1.0,0.5275,0.5142037620385388,1.0
MSC04,MSC03,0.9875,0.98,1.0,0.5628205128205128,0.5278796701779304,1.0
MSC04,MSC05,0.9875,0.98,1.0,0.9175,0.8613588922367461,1.0
MSC04,MSC06,0.9875,0.98,1.0,0.6474358974358975,0.5837515714035815,1.0
MSC04,MSC07,0.9875,0.98,1.0,0.6329113924050633,0.5743705128325887,1.0
MSC04,MSC10,0.9875,0.98,1.0,0.6475,0.5868105915766464,1.0
MSC05,MSC01,0.9875,0.98,1.0,0.6625,0.6032988621543948,0.9075457875457875
MSC05,MSC02,0.9875,0.98,1.0,0.605,0.5596477678416047,0.9703296703296703
MSC05,MSC03,0.9875,0.98,1.0,0.7717948717948718,0.6861435062042571,0.9882010582010582
MSC05,MSC04,0.9875,0.98,1.0,0.84375,0.8070621948973012,0.8966178229665072
MSC05,MSC06,0.9875,0.98,1.0,0.7653846153846154,0.6881992491346655,0.9293471972804807
MSC05,MSC07,0.9875,0.98,1.0,0.6784810126582279,0.6169814790360434,0.8728846107057693
MSC05,MSC10,0.9875,0.98,1.0,0.7725,0.7000254100943756,0.9367076112293504
MSC06,MSC01,0.9722222222222222,0.9629629629629629,1.0,0.8805555555555555,0.8349143784463915,0.9699862410646725
MSC06,MSC02,0.9722222222222222,0.9629629629629629,1.0,0.8763888888888889,0.9384198753685522,0.8455832742796936
MSC06,MSC03,0.9722222222222222,0.9629629629629629,1.0,0.7877492877492878,0.7205206880541538,0.9376578311838168
MSC06,MSC04,0.9722222222222222,0.9629629629629629,1.0,0.9388888888888889,0.8939616974669216,1.0
MSC06,MSC05,0.9722222222222222,0.9629629629629629,1.0,0.9319444444444445,0.9725866445164691,0.8989381813231393
MSC06,MSC07,0.9722222222222222,0.9629629629629629,1.0,0.6652601969057665,0.6029733555107527,
MSC06,MSC10,0.9722222222222222,0.9629629629629629,1.0,0.7236111111111111,0.6548217602692805,0.9451245972247752
MSC07,MSC01,0.9861111111111112,0.9777777777777777,1.0,0.7958333333333333,0.7146659236942416,1.0
MSC07,MSC02,0.9861111111111112,0.9777777777777777,1.0,0.8305555555555556,0.7728478397990953,0.9501232482262293
MSC07,MSC03,0.9861111111111112,0.9777777777777777,1.0,0.6666666666666666,0.6170487743778629,0.7721038399256643
MSC07,MSC04,0.9861111111111112,0.9777777777777777,1.0,0.8888888888888888,0.8732470352625391,0.9096560354553608
MSC07,MSC05,0.9861111111111112,0.9777777777777777,1.0,0.9208333333333333,0.9207324628893256,0.9306006381136305
MSC07,MSC06,0.9861111111111112,0.9777777777777777,1.0,0.8376068376068376,0.9492699182114891,0.7797803568328174
MSC07,MSC10,0.9861111111111112,0.9777777777777777,1.0,0.7875,0.7489531144034249,0.8478375380523837
MSC10,MSC01,0.9625,0.96,0.98,0.54375,0.5229711019184703,1.0
MSC10,MSC02,0.9625,0.96,0.98,0.54875,0.5259234650679623,1.0
MSC10,MSC03,0.9625,0.96,0.98,0.5076923076923077,0.49752251352251353,
MSC10,MSC04,0.9625,0.96,0.98,0.61625,0.5672890697352743,0.9944444444444445
MSC10,MSC05,0.9625,0.96,0.98,0.6075,0.5619918824138216,1.0
MSC10,MSC06,0.9625,0.96,0.98,0.6730769230769231,0.6005362057904431,1.0
MSC10,MSC07,0.9625,0.96,0.98,0.6569620253164556,0.5938088301249856,0.9402348631760397
